Username,Published At,Likes,Replies,Comment
@abdulruyobya2149,16/11/2020 12:31,0,0,"*25:00** THE CAMERA SEEMS WELL PLACED.  **28:21** was anita not seeing who was recording her?* something fishy here, the child traficking must be happening but not to the extent at which its being televised here!"
@slowclimbertothetop4572,16/11/2020 12:30,1,0,For the case of Anita they need to trace her phone contacts because it seems she has been using her phone to speak to buyers. They need to get all the contacts and the contacts of the contacts. So that they trace all the chain and catch these buyers and sellers.Its terrible!
@tiedyegangtaylorgangjetlif5647,16/11/2020 12:29,0,0,#TAYLORJETSON 🤣🤣🤣🤣
@ruthbetty9887,16/11/2020 12:25,0,1,"Oh God sasa what is this ,😪😪 how would one sell a child  surely an innocent child for crying out loud 😭😭  ,I.wonder what these women who support business think ? Yaani someone can wake up in the morong and sell a child at 80k 50k 45k nkt... imagn what goes around comes around ,the same things they're doing to others will come back to them, God give these women who have lost their children hope and strength its not easy ...Good work Njeri God bless"
@selektalainegravity2886,16/11/2020 12:23,0,0,Saddening
@Abdifitah430,16/11/2020 12:22,0,0,i am angry!
@AUKISSTV,16/11/2020 12:22,1,0,So you confronted them but did not report them to the police first? Does that not give the chance to disappear? I hope I have misunderstood these things.
@mosesjourney95,16/11/2020 12:14,3,2,no arrests whoaaa what was the role of the police in this..
@augustinekwaku,16/11/2020 12:12,2,2,"This is a great  production and a sad one.
1. The issue is deep within some government agencies.
2. What is the government in Kenya doing to reduce homelessness.
3. From the documentary, we all need to work to help women especially those on the streets have access to contraceptives."
@etsubeseleshi3416,16/11/2020 12:12,0,0,I don't get it why you don't report to the authority? As if there is no government???????
@veemuyambo,16/11/2020 12:11,3,0,Whats the purpose of those investigations when perpetrators are left roaming and still trafficking 😡
@veemuyambo,16/11/2020 12:10,0,0,It always boggles my mind that he z jus let to work there without being reported and stung
@gracewangui1030,16/11/2020 12:07,0,0,The trap for Anita might not have worked but did you expect the guy at Mama Lucy to respond to the letter? Why wasn't the ladies at that fake Kayole clinic arrested?
@_kandybill,16/11/2020 12:06,1,0,"BBC for life,u the best documentarists"
@Mashariki_0,16/11/2020 12:02,0,0,"Why confront him? You could have reported it, all you did was give them a chance to run, hide and start afresh. I know the police are mostly corrupt but reporting backed with a public outcry would have started the long road to justice."
@abdulfatahhassan8576,16/11/2020 11:58,5,1,"the police let Anita go even when they  had enough evidence to  arrest her  ,instead of following her secretly until she returns that afternoon they just let her go HOPING she would come back
same for Fred and the nurse 
ladies and gentlemen WELCOME TO KENYA"
@princesskinuthia8788,16/11/2020 11:54,0,0,😭😭😭This is sad
@HandynkosiHandynkosi,16/11/2020 11:44,8,1,Anita won't even last in prison she's sick looking at her life have no word this is heartbreaking Kenyans leaders do something
@livingthemoe,16/11/2020 11:39,309,18,I don't understand why these culprits not arrested. I feel so bad about this.
@alfredkibet,16/11/2020 11:38,0,0,10 she can remember
@HandynkosiHandynkosi,16/11/2020 11:37,0,0,Oh God have mercy on us sacrifices I'm in Botswana this has spoiled 😭😭😭😭
@queenokoth8473,16/11/2020 11:35,27,2,"That innocent child, oh God protect her, reunite her with her family.. 😭😭😭"
@marionmuli5941,16/11/2020 11:33,5,0,Most crime in this country goes on with the full knowledge and sometimes participation and protection of our law enforcement officers. The only people who get justice here are those who can afford it.
@John.5683,16/11/2020 11:32,1,0,"In a Kleptocratic country, money solves everything right? If the child trafficking syndicate is well funded, the most likely scenario will be the next guys on the food chain to eat as they ""investigate"", ""arrest"" and ""prosecute"" . We have seen vocal bloggers, activists and ""leaders"" turn and join the feast when the price for their silence was right. Gross crime will be reported, exposed, and months later, the same will be repeated by the same institutions in a  kwani mtado? attitude . NYS, NHIF, KPC, KEMSA.... just to mention a few because we like to forget so fast and rather focus on BBI, Wheelbarrows and whatever else is shoved to us by the  main beneficiaries of our ignorance, selfishness, year in year out. Yet, sadly, soon we shall be back at it again, and every 5 years we shall face the same test until we all wake up, get fed up and deal with the rot that seems deeply rooted within us because #Wajingasisi ensures the circus continues. As surely as change begins with self, this is a call for all citizens with a conscience to hold themselves accountable for every action/inaction that implicitly contributes towards such heinous crimes against humanity."
@aceconnect1600,16/11/2020 11:31,5,0,"This is ungovernable, all form of absolute evils, what a shame"
@alfredkibet,16/11/2020 11:29,10,1,"And the cursed circle of poverty continues.
We need to solve this, and stop blame games."
@toyinayetigbo4570,16/11/2020 11:26,0,0,"Do you still wonder why there's so much evil and judgement on the world. It's because of things like this that God punishes the people, governments and countries. This is why God created hell for people like these who do evil. To make matters worse, the governments and institutions that are supposed to take action and bring culprits to book look the other way, and are probably complicit themselves. That is why God will settle all these maljustices on the very big day of judgement, and no one of these can escape."
@topnineshow,16/11/2020 11:21,1,0,Exposé? Why weren't the culprits arrested?
@veem3912,16/11/2020 11:19,7,0,Problem with kenyan police. Instead of arresting immediately they go into sideshows.
@maraboustork6252,16/11/2020 11:17,0,0,"I knew it, rescheduling the time for the deal with Anitta was the biggest mistake. He was given a word na hao hao watu tu in authority ...You all know ni akina nani...  Why not arrest her na atatoa mtoto @Mike Sonko aingilie kati"
@animekpoplover2002,16/11/2020 11:14,0,0,:;;(((
@queenokoth8473,16/11/2020 11:13,3,3,"My two kids 8years and 9months got lost on Friday luckily I found them at 11pm,it's a nightmare I can never wish to happen to anyone.. It's painful. I feel for the mothers"
@blackenclave957,16/11/2020 11:01,5,0,Anita is sick and really has nothing to loose.
@kennethmark8261,16/11/2020 11:01,0,0,"YES ALL THE BABY'S SELLERS SHOULD BE SENT TO PRISON BUT WORST OF ALL..
ALL THE GOVERNMENT OFFICIALS WHO
 ARE INVOLVED WITH PROVIDING  THE DOCUMENTS..
THEY SHOULD BE BURN ALIVE.. THE CITIZENS HAVE THE OBLIGATION TO HOLD THEM RESPONSIBLE!!!"
@morineakinyi1116,16/11/2020 11:00,0,0,Even me somebody want me to sell my baby but I refused
@ntagaramacumu8303,16/11/2020 11:00,0,0,Capitalism is evil. Only in evil capitalist can happen where all economy is under in 1%. To sell children...
@Peace704032797,16/11/2020 10:59,0,0,"I am extremely disappointed with the outcome. None, were arrested, so what was the purpose of the entire investigation as well as the undercover work?  It all seemed pointless, as all the perpetrators are free and are continuing their illegal activities SMDH!"
@mitchsance5331,16/11/2020 10:58,0,0,"Congrats Njeri wa Mwangi
I hope one day our country will have laws which bites like other countries"
@giddyakali27,16/11/2020 10:57,0,0,The kind of documentaries we need
@henaahmad8877,16/11/2020 10:55,0,0,Similar cases in india as well......so many adoloscents girl and little babies trafficking business goes on soooo much
@onlinemoneytalks5304,16/11/2020 10:54,54,2,Crazy... hopefully that kid with Anita isn't lost as a distant memory in this documentary
@douglascollins6133,16/11/2020 10:53,111,6,"These people involved in this most heinous, despicable act will certainly roast in hell!!"
@patienceacheampong9542,16/11/2020 10:53,1,1,How come no arrests were made? What's the purpose of the investigation then?
@wambuaminoo8052,16/11/2020 10:52,0,0,😭😭😭
@Serahpaul84,16/11/2020 10:49,0,0,Anita got information ftom central police station most off this bad deals are done with this cops sad😭😓😒😌
@susanmumbi7179,16/11/2020 10:49,1,0,"This is so heartbreaking, its so scary to watch and to imagine it is still happening."
@stepheneotieno5570,16/11/2020 10:47,0,1,I wonder how such people manage to sleep..
@nancymwendeh7022,16/11/2020 10:45,0,0,"NJERI ,,,,THANK YOU SOO MUCH ,"
@nancymwendeh7022,16/11/2020 10:44,0,0,"MAMA LUCY HOSPITAL IS THE ONLY HOSPITAL WE ARE SUPPOSED TO BE PROUD OF BUT WHY❗❗⁉️⁉️⁉️⁉️⁉️YOU TOOK BABY TAJ FROM US EVEN THREATS OF GOVERNMENT PROCESS AND GIVING THREATS OF POLICE OFFICERS TO USE TEAR GAS ,,,,,FOR SURE WHEREVER THAT KID IS YOU WILL NEVER BE AT PEACE ,,,,,YAANI EVEN YOU DENIED US THE RIGHT TO SEE THE BABY ,,,,,,"
@twaambomwiikisa9147,16/11/2020 10:43,0,0,This is really distressing to watch 😥
@georgestiffler3888,16/11/2020 10:31,0,0,They should be arrested
@bariiyowidris9498,16/11/2020 10:31,0,0,I just remembered when my nephew was sold to South C by a Somali Warya trafficker near Pangani Station
@nandakoC,16/11/2020 10:28,0,0,"Debatable but if the mother is willing to give/ unable to cater for the baby , where is the problem? Also, the adoption process in Kenya is not common knowledge.

Edit:

Human trafficking/ selling is just plain evil!"
@sarahporter7789,16/11/2020 10:24,0,0,Hopefully Fred will be so scared to do that again
@henaahmad8877,16/11/2020 10:23,0,1,How sad.....what will be the future of kenya......its really a big matter of concern
@phosa7775,16/11/2020 10:23,1,0,We are definitely living in the last days 😭😭😭😭😭😭
@georginamutindi4325,16/11/2020 10:21,0,0,"😢😢😢
Honestly am in deep pains, one of the baby possed with to be sold I had him in my arms after he was abandoned (I have pictures).
I had the urge to take care of him (not that am barren) which was cut short in a mysterious suspicious way.
Little did I know that business was in place. 😭😭😭😭😭😭😭"
@slowclimbertothetop4572,16/11/2020 10:20,2,0,Why didnt you save that boy on the very same day!! I am very dissapointed that you did not save that cute boy!
@JamesENjeruN,16/11/2020 10:18,2,0,"Even the corrupt are looking for ""clean deals"""
@icebox9339,16/11/2020 10:18,1,0,Great Journalism Njeri. Keep it up. I'm sorry so so so sorry for the mothers going through this. May God see them through and comfort them.
